Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Adrian Martinez,Detroit Lions,2023,3,"$2,705,000","$901,667","$60,000",0.4%,"$3,073,207","$1,024,403","$68,167"
Alek Torgersen,Detroit Lions,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Brad Kaaya,Detroit Lions,2017,1,"$255,000","$255,000",$0,0.2%,"$389,982","$389,982",$0
Chad Kanoff,Detroit Lions,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Chase Daniel,Detroit Lions,2020,3,"$13,050,000","$4,350,000","$5,000,000",2.2%,"$16,816,196","$5,605,399","$6,442,987"
Connor Cook,Detroit Lions,2019,1,"$685,000","$685,000",$0,0.4%,"$929,591","$929,591",$0
Dan Orlovsky,Detroit Lions,2016,1,"$1,065,000","$1,065,000","$160,000",0.7%,"$1,751,794","$1,751,794","$263,180"
David Blough,Detroit Lions,2020,2,"$1,525,000","$762,500",$0,0.4%,"$1,965,111","$982,555",$0
David Blough,Detroit Lions,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
David Blough,Detroit Lions,2022,1,"$1,150,000","$1,150,000","$205,000",0.6%,"$1,410,711","$1,410,711","$251,475"
David Blough,Detroit Lions,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Drew Stanton,Detroit Lions,2011,1,"$900,000","$900,000","$250,000",0.7%,"$1,909,533","$1,909,533","$530,426"
Hendon Hooker,Detroit Lions,2023,4,"$5,719,028","$1,429,757","$1,159,292",0.6%,"$6,497,508","$1,624,377","$1,317,096"
Jake Fromm,Detroit Lions,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Jake Fromm,Detroit Lions,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jake Rudock,Detroit Lions,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Jake Rudock,Detroit Lions,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Jake Rudock,Detroit Lions,2018,1,"$340,000","$340,000",$0,0.2%,"$490,045","$490,045",$0
Jared Goff,Detroit Lions,2024,4,"$212,000,000","$53,000,000","$170,611,832",20.8%,"$212,000,000","$53,000,000","$170,611,832"
Jeff Driskel,Detroit Lions,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Joe Callahan,Detroit Lions,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Joe Webb,Detroit Lions,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Jordan Ta'amu,Detroit Lions,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Josh Johnson,Detroit Lions,2019,1,"$1,030,000","$1,030,000",$0,0.5%,"$1,397,779","$1,397,779",$0
Joshua Dobbs,Detroit Lions,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Kyle Sloter,Detroit Lions,2019,2,"$1,430,000","$715,000",$0,0.4%,"$1,940,606","$970,303",$0
Luis Perez,Detroit Lions,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Matt Cassel,Detroit Lions,2018,1,"$1,105,000","$1,105,000",$0,0.6%,"$1,592,647","$1,592,647",$0
Matt Stafford,Detroit Lions,2013,3,"$53,000,000","$17,666,667","$41,500,000",14.4%,"$110,050,407","$36,683,470","$86,171,545"
Nate Sudfeld,Detroit Lions,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Nate Sudfeld,Detroit Lions,2023,1,"$1,600,000","$1,600,000","$1,000,000",0.7%,"$1,817,794","$1,817,794","$1,136,121"
Nate Sudfeld,Detroit Lions,2024,1,"$1,210,000","$1,210,000","$300,000",0.5%,"$1,210,000","$1,210,000","$300,000"
Ricky Stanzi,Detroit Lions,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Shaun Hill,Detroit Lions,2010,3,"$10,760,000","$3,586,667","$1,091,750",2.8%,"$21,303,132","$7,101,045","$2,161,496"
Shaun Hill,Detroit Lions,2012,2,"$5,500,000","$2,750,000","$1,000,000",2.3%,"$11,647,595","$5,823,798","$2,117,745"
Steven Montez,Detroit Lions,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Steven Montez,Detroit Lions,2022,1,"$825,000","$825,000",$0,0.4%,"$1,012,032","$1,012,032",$0
Steven Montez,Detroit Lions,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Teddy Bridgewater,Detroit Lions,2023,1,"$3,000,000","$3,000,000","$2,550,000",1.3%,"$3,408,363","$3,408,363","$2,897,109"
Tim Boyle,Detroit Lions,2021,1,"$2,400,000","$2,400,000","$1,500,000",1.3%,"$3,358,685","$3,358,685","$2,099,178"
Tim Boyle,Detroit Lions,2022,1,"$2,000,000","$2,000,000","$1,750,000",1%,"$2,453,410","$2,453,410","$2,146,734"
Tim Boyle,Detroit Lions,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Tom Savage,Detroit Lions,2019,1,"$895,000","$895,000","$90,000",0.5%,"$1,214,575","$1,214,575","$122,136"
Aaron Rodgers,Green Bay Packers,2013,5,"$110,000,000","$22,000,000","$54,000,000",17.9%,"$228,406,504","$45,681,301","$112,126,829"
Aaron Rodgers,Green Bay Packers,2018,4,"$134,000,000","$33,500,000","$98,200,000",18.9%,"$193,135,440","$48,283,860","$141,536,569"
Alex McGough,Green Bay Packers,2023,1,"$870,000","$870,000",$0,0.4%,"$988,425","$988,425",$0
Alex McGough,Green Bay Packers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Alex McGough,Green Bay Packers,2024,1,"$915,000","$915,000",$0,0.4%,"$915,000","$915,000",$0
Austin Davis,Green Bay Packers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
B.J. Coleman,Green Bay Packers,2012,4,"$2,145,896","$536,474","$45,896",0.4%,"$4,544,460","$1,136,115","$97,196"
B.J. Coleman,Green Bay Packers,2012,1,"$96,900","$96,900",$0,0.1%,"$205,209","$205,209",$0
B.J. Coleman,Green Bay Packers,2013,1,"$405,000","$405,000",$0,0.3%,"$840,951","$840,951",$0
Blake Bortles,Green Bay Packers,2021,1,"$1,075,000","$1,075,000",$0,0.6%,"$1,504,411","$1,504,411",$0
Blake Bortles,Green Bay Packers,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Danny Etling,Green Bay Packers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Danny Etling,Green Bay Packers,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Danny Etling,Green Bay Packers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Danny Etling,Green Bay Packers,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Jacob Dolegala,Green Bay Packers,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,Green Bay Packers,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Eason,Green Bay Packers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Jalen Morton,Green Bay Packers,2020,3,"$2,292,000","$764,000","$7,000",0.4%,"$2,953,465","$984,488","$9,020"
Jerod Evans,Green Bay Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Joe Callahan,Green Bay Packers,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Joe Callahan,Green Bay Packers,2017,1,"$540,000","$540,000",$0,0.3%,"$825,844","$825,844",$0
Joe Callahan,Green Bay Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Joe Callahan,Green Bay Packers,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Jordan Love,Green Bay Packers,2020,4,"$12,383,470","$3,095,868","$12,383,470",1.6%,"$15,957,307","$3,989,327","$15,957,307"
Jordan Love,Green Bay Packers,2023,1,"$13,500,000","$13,500,000","$13,000,000",6%,"$15,337,633","$15,337,633","$14,769,573"
Jordan Love,Green Bay Packers,2024,4,"$220,000,000","$55,000,000","$160,300,000",21.5%,"$220,000,000","$55,000,000","$160,300,000"
Kurt Benkert,Green Bay Packers,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kurt Benkert,Green Bay Packers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kurt Benkert,Green Bay Packers,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Manny Wilkins,Green Bay Packers,2019,3,"$1,762,000","$587,333","$7,000",0.3%,"$2,391,152","$797,050","$9,499"
Manny Wilkins,Green Bay Packers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Manny Wilkins,Green Bay Packers,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Marquise Williams,Green Bay Packers,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Matt Flynn,Green Bay Packers,2013,2,"$1,793,750","$896,875",$0,0.7%,"$3,724,583","$1,862,292",$0
Max McCaffrey,Green Bay Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Michael Pratt,Green Bay Packers,2024,4,"$4,106,940","$1,026,735","$86,940",0.4%,"$4,106,940","$1,026,735","$86,940"
Ryan Williams,Green Bay Packers,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Sean Clifford,Green Bay Packers,2023,4,"$4,164,180","$1,041,045","$324,180",0.5%,"$4,731,012","$1,182,753","$368,308"
Sean Clifford,Green Bay Packers,2024,1,"$301,666","$301,666",$0,0.1%,"$301,666","$301,666",$0
Sean Clifford,Green Bay Packers,2024,1,"$263,333","$263,333",$0,0.1%,"$263,333","$263,333",$0
Sean Clifford,Green Bay Packers,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Tim Boyle,Green Bay Packers,2018,3,"$1,716,000","$572,000","$6,000",0.3%,"$2,473,287","$824,429","$8,648"
Vince Young,Green Bay Packers,2013,1,"$840,000","$840,000",$0,0.7%,"$1,744,195","$1,744,195",$0
Andy Dalton,Carolina Panthers,2023,2,"$10,000,000","$5,000,000","$8,000,000",2.2%,"$11,361,210","$5,680,605","$9,088,968"
Bryce Young,Carolina Panthers,2023,4,"$37,955,074","$9,488,769","$37,955,074",4.2%,"$43,121,556","$10,780,390","$43,121,556"
Cam Newton,Carolina Panthers,2011,4,"$22,025,498","$5,506,375","$22,025,498",4.6%,"$46,731,565","$11,682,892","$46,731,565"
Cam Newton,Carolina Panthers,2015,5,"$103,800,000","$20,760,000","$60,000,000",14.5%,"$185,025,963","$37,005,193","$106,951,424"
Cam Newton,Carolina Panthers,2021,1,"$8,250,000","$8,250,000","$4,500,000",4.5%,"$11,545,479","$11,545,479","$6,297,534"
Connor Cook,Carolina Panthers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Davis Cheek,Carolina Panthers,2022,3,"$2,567,500","$855,833","$7,500",0.4%,"$3,149,565","$1,049,855","$9,200"
Davis Cheek,Carolina Panthers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Derek Anderson,Carolina Panthers,2011,1,"$735,000","$735,000","$50,000",0.6%,"$1,559,452","$1,559,452","$106,085"
Derek Anderson,Carolina Panthers,2012,1,"$890,000","$890,000","$65,000",0.7%,"$1,884,793","$1,884,793","$137,653"
Derek Anderson,Carolina Panthers,2013,1,"$905,000","$905,000","$65,000",0.7%,"$1,879,163","$1,879,163","$134,967"
Derek Anderson,Carolina Panthers,2014,2,"$2,564,000","$1,282,000","$400,000",1%,"$4,923,651","$2,461,826","$768,120"
Derek Anderson,Carolina Panthers,2015,2,"$4,500,000","$2,250,000","$1,500,000",1.6%,"$8,021,357","$4,010,678","$2,673,786"
Feleipe Franks,Carolina Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Carolina Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Carolina Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Carolina Panthers,2024,1,"$395,522","$395,522",$0,0.2%,"$395,522","$395,522",$0
Feleipe Franks,Carolina Panthers,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Feleipe Franks,Carolina Panthers,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Garrett Gilbert,Carolina Panthers,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Garrett Gilbert,Carolina Panthers,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Garrett Gilbert,Carolina Panthers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Gilbert,Carolina Panthers,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Jack Plummer,Carolina Panthers,2024,3,"$2,840,000","$946,667","$10,000",0.4%,"$2,840,000","$946,667","$10,000"
Jack Plummer,Carolina Panthers,2024,1,"$256,667","$256,667",$0,0.1%,"$256,667","$256,667",$0
Jack Plummer,Carolina Panthers,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jacob Eason,Carolina Panthers,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Jacob Eason,Carolina Panthers,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Jacob Eason,Carolina Panthers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jacob Eason,Carolina Panthers,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jake Luton,Carolina Panthers,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jake Luton,Carolina Panthers,2023,1,"$236,111","$236,111",$0,0.1%,"$268,251","$268,251",$0
Jake Luton,Carolina Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Carolina Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Carolina Panthers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Luton,Carolina Panthers,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
James Morgan,Carolina Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Joe Webb,Carolina Panthers,2016,2,"$1,860,000","$930,000","$200,000",0.6%,"$3,059,471","$1,529,735","$328,975"
Jordan Ta'amu,Carolina Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Josh Love,Carolina Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kyle Allen,Carolina Panthers,2018,3,"$1,713,000","$581,000","$3,000",0.3%,"$2,468,963","$837,401","$4,324"
Kyle Allen,Carolina Panthers,2018,2,"$975,000","$487,500",$0,0.3%,"$1,405,277","$702,638",$0
Kyle Allen,Carolina Panthers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Kyle Allen,Carolina Panthers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Matt Moore,Carolina Panthers,2010,1,"$3,043,000","$3,043,000",$0,2.4%,"$6,024,668","$6,024,668",$0
Phillip Walker,Carolina Panthers,2020,2,"$1,565,000","$782,500","$150,000",0.4%,"$2,016,655","$1,008,327","$193,290"
Phillip Walker,Carolina Panthers,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Taylor Heinicke,Carolina Panthers,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
Teddy Bridgewater,Carolina Panthers,2020,3,"$63,000,000","$21,000,000","$33,000,000",10.6%,"$81,181,635","$27,060,545","$42,523,713"
Tommy Stevens,Carolina Panthers,2020,2,"$1,270,000","$635,000",$0,0.3%,"$1,636,519","$818,259",$0
Tommy Stevens,Carolina Panthers,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Bailey Zappe,New England Patriots,2022,4,"$4,307,072","$1,076,768","$647,072",0.5%,"$5,283,507","$1,320,877","$793,767"
Bailey Zappe,New England Patriots,2023,3,"$2,955,000","$985,000",$0,0.4%,"$3,357,238","$1,119,079",$0
Bailey Zappe,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Brian Hoyer,New England Patriots,2012,1,"$1,927,000","$1,927,000",$0,1.6%,"$4,080,894","$4,080,894",$0
Brian Hoyer,New England Patriots,2017,3,"$4,815,000","$1,605,000","$1,510,000",1%,"$7,363,778","$2,454,593","$2,309,305"
Brian Hoyer,New England Patriots,2020,1,"$1,050,000","$1,050,000",$0,0.5%,"$1,353,027","$1,353,027",$0
Brian Hoyer,New England Patriots,2021,1,"$1,075,000","$1,075,000",$0,0.6%,"$1,504,411","$1,504,411",$0
Brian Hoyer,New England Patriots,2021,1,"$1,075,000","$1,075,000","$100,000",0.6%,"$1,504,411","$1,504,411","$139,945"
Brian Hoyer,New England Patriots,2021,1,"$297,722","$297,722",$0,0.2%,"$416,648","$416,648",$0
Brian Hoyer,New England Patriots,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Brian Hoyer,New England Patriots,2022,2,"$4,000,000","$2,000,000","$3,000,000",1%,"$4,906,820","$2,453,410","$3,680,115"
Brian Lewerke,New England Patriots,2020,3,"$2,287,500","$762,500","$2,500",0.4%,"$2,947,666","$982,555","$3,221"
Brian Lewerke,New England Patriots,2020,1,"$610,000","$610,000",$0,0.3%,"$786,044","$786,044",$0
Cam Newton,New England Patriots,2020,1,"$1,750,000","$1,750,000","$550,000",0.9%,"$2,255,045","$2,255,045","$708,729"
Cam Newton,New England Patriots,2021,1,"$5,100,000","$5,100,000","$3,500,000",2.8%,"$7,137,205","$7,137,205","$4,898,082"
Cody Kessler,New England Patriots,2019,2,"$1,565,000","$782,500",$0,0.4%,"$2,123,810","$1,061,905",$0
Cody Kessler,New England Patriots,2019,2,"$1,540,000","$770,000",$0,0.4%,"$2,089,883","$1,044,942",$0
Danny Etling,New England Patriots,2018,4,"$2,564,028","$641,007","$104,028",0.4%,"$3,695,557","$923,889","$149,937"
Danny Etling,New England Patriots,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Danny Etling,New England Patriots,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Drake Maye,New England Patriots,2024,4,"$36,639,764","$9,159,941","$36,639,764",3.6%,"$36,639,764","$9,159,941","$36,639,764"
Garrett Gilbert,New England Patriots,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Garrett Gilbert,New England Patriots,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Garrett Gilbert,New England Patriots,2022,1,"$299,800","$299,800",$0,0.1%,"$367,766","$367,766",$0
Garrett Gilbert,New England Patriots,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Garrett Gilbert,New England Patriots,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Ian Book,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
J'Mar Smith,New England Patriots,2020,3,"$2,290,000","$763,333","$30,000",0.4%,"$2,950,888","$983,629","$38,658"
Jacob Dolegala,New England Patriots,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jacob Dolegala,New England Patriots,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jacob Dolegala,New England Patriots,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacob Dolegala,New England Patriots,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jacoby Brissett,New England Patriots,2024,1,"$8,000,000","$8,000,000","$6,500,000",3.1%,"$8,000,000","$8,000,000","$6,500,000"
Joe Milton III,New England Patriots,2024,4,"$4,203,316","$1,050,829","$183,316",0.4%,"$4,203,316","$1,050,829","$183,316"
Malik Cunningham,New England Patriots,2023,3,"$2,725,000","$908,333","$200,000",0.4%,"$3,095,930","$1,031,976","$227,224"
Malik Cunningham,New England Patriots,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Malik Cunningham,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,New England Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Ryan Lindley,New England Patriots,2015,1,"$660,000","$660,000",$0,0.5%,"$1,176,466","$1,176,466",$0
Taylor Heinicke,New England Patriots,2017,1,"$255,000","$255,000",$0,0.2%,"$389,982","$389,982",$0
Tim Tebow,New England Patriots,2013,2,"$1,385,000","$692,500",$0,0.6%,"$2,875,846","$1,437,923",$0
Tom Brady,New England Patriots,2010,4,"$72,000,000","$18,000,000","$40,050,000",14%,"$142,548,837","$35,637,209","$79,292,791"
Tom Brady,New England Patriots,2013,5,"$57,000,000","$11,400,000","$57,000,000",9.3%,"$118,356,098","$23,671,220","$118,356,098"
Tom Brady,New England Patriots,2016,2,"$41,000,000","$20,500,000","$30,000,000",13.2%,"$67,439,943","$33,719,972","$49,346,300"
Tom Brady,New England Patriots,2019,1,"$23,000,000","$23,000,000","$22,000,000",12.2%,"$31,212,540","$31,212,540","$29,855,473"
Trace McSorley,New England Patriots,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Will Grier,New England Patriots,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Will Grier,New England Patriots,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Aidan O'Connell,Las Vegas Raiders,2023,4,"$4,349,380","$1,087,345","$509,380",0.5%,"$4,941,422","$1,235,355","$578,717"
Brian Hoyer,Las Vegas Raiders,2023,2,"$4,500,000","$2,250,000","$4,205,000",1%,"$5,112,544","$2,556,272","$4,777,389"
Carson Palmer,Las Vegas Raiders,2011,4,"$43,000,000","$10,750,000","$5,000,000",8.9%,"$91,233,229","$22,808,307","$10,608,515"
Carter Bradley,Las Vegas Raiders,2024,3,"$2,855,000","$951,667","$125,000",0.4%,"$2,855,000","$951,667","$125,000"
Carter Bradley,Las Vegas Raiders,2024,1,"$256,667","$256,667",$0,0.1%,"$256,667","$256,667",$0
Carter Bradley,Las Vegas Raiders,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Case Cookus,Las Vegas Raiders,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Chase Garbers,Las Vegas Raiders,2022,3,"$2,575,000","$858,333","$100,000",0.4%,"$3,158,766","$1,052,921","$122,671"
Chase Garbers,Las Vegas Raiders,2022,2,"$1,575,000","$787,500",$0,0.4%,"$1,932,061","$966,030",$0
Chase Garbers,Las Vegas Raiders,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Chase Garbers,Las Vegas Raiders,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Christian Hackenberg,Las Vegas Raiders,2016,4,"$4,660,304","$1,165,076","$2,039,312",0.8%,"$7,665,625","$1,916,406","$3,354,417"
Christian Ponder,Las Vegas Raiders,2015,1,"$2,250,000","$2,250,000","$1,500,000",1.6%,"$4,010,678","$4,010,678","$2,673,786"
Cody Fajardo,Las Vegas Raiders,2015,3,"$1,587,500","$529,167","$12,500",0.4%,"$2,829,756","$943,253","$22,282"
Connor Cook,Las Vegas Raiders,2016,4,"$2,959,888","$739,972","$619,888",0.5%,"$4,868,651","$1,217,163","$1,019,639"
Derek Carr,Las Vegas Raiders,2014,4,"$5,371,802","$1,342,951","$3,310,937",1%,"$10,315,475","$2,578,870","$6,357,995"
Derek Carr,Las Vegas Raiders,2017,5,"$125,025,000","$25,005,000","$70,200,000",15%,"$191,205,898","$38,241,180","$107,359,760"
Derek Carr,Las Vegas Raiders,2022,3,"$121,422,481","$40,474,160","$65,300,000",19.4%,"$148,949,576","$49,649,858","$80,103,842"
Desmond Ridder,Las Vegas Raiders,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
E.J. Manuel,Las Vegas Raiders,2017,1,"$800,000","$800,000",$0,0.5%,"$1,223,473","$1,223,473",$0
E.J. Manuel,Las Vegas Raiders,2018,1,"$1,000,000","$1,000,000","$80,000",0.6%,"$1,441,309","$1,441,309","$115,305"
Gardner Minshew,Las Vegas Raiders,2024,2,"$25,000,000","$12,500,000","$15,000,000",4.9%,"$25,000,000","$12,500,000","$15,000,000"
Garrett Gilbert,Las Vegas Raiders,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Garrett Gilbert,Las Vegas Raiders,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Garrett Gilbert,Las Vegas Raiders,2022,1,"$1,075,000","$1,075,000","$15,000",0.5%,"$1,318,708","$1,318,708","$18,401"
Jason Campbell,Las Vegas Raiders,2010,1,"$4,600,000","$4,600,000",$0,3.6%,"$9,107,287","$9,107,287",$0
Jimmy Garoppolo,Las Vegas Raiders,2023,3,"$72,750,000","$24,250,000","$33,750,000",10.8%,"$82,652,802","$27,550,934","$38,344,084"
Josh Johnson,Las Vegas Raiders,2018,1,"$1,005,000","$1,005,000","$45,000",0.6%,"$1,448,516","$1,448,516","$64,859"
Kyle Sloter,Las Vegas Raiders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Landry Jones,Las Vegas Raiders,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
Marcus Mariota,Las Vegas Raiders,2020,2,"$17,600,000","$8,800,000","$7,500,000",4.4%,"$22,679,314","$11,339,657","$9,664,480"
Marcus Mariota,Las Vegas Raiders,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Matt Flynn,Las Vegas Raiders,2013,2,"$11,500,000","$5,750,000","$6,500,000",4.7%,"$23,878,862","$11,939,431","$13,496,748"
Matt Leinart,Las Vegas Raiders,2012,1,"$750,000","$750,000",$0,0.6%,"$1,588,308","$1,588,308",$0
Matt McGloin,Las Vegas Raiders,2013,3,"$1,485,000","$495,000",$0,0.4%,"$3,083,488","$1,027,829",$0
Matt McGloin,Las Vegas Raiders,2016,1,"$2,553,000","$2,553,000",$0,1.6%,"$4,199,370","$4,199,370",$0
Matt Schaub,Las Vegas Raiders,2014,2,"$13,500,000","$6,750,000",$0,5.1%,"$25,924,060","$12,962,030",$0
Mike Glennon,Las Vegas Raiders,2019,1,"$1,950,000","$1,950,000","$1,400,000",1%,"$2,646,281","$2,646,281","$1,899,894"
Nathan Peterman,Las Vegas Raiders,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
